kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;vervaldatum_apk;vervaldatum_apk_dt;aantal_zitplaatsen;cilinderinhoud;bruto_bpm;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;type_gasinstallatie
00NDV3;Personenauto;TOYOTA;TOYOTA RAV4;20180830;MPV;GRIJS;Niet geregistreerd;4;1450;1550;20100818;20100818;Geen verstrekking in Open Data;Ja;5;4;0;0;0;0;M1;op bodemplaat onder r. voorzitting;2070;0;0.07;256;Nee;Nee;Nee;4070;2022;Logisch;00;Ja;2018-08-30T00:00:00.000;2010-08-18T00:00:00.000;2010-08-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230820;2023-08-20T00:00:00.000;5;1987;7603;2070;750;2000;36180;XA3(A);e6*2001/116*0105*06;ZSA30(W);ZSA30L-BWFGPW(2G);0;D;;
00NFH1;Personenauto;TOYOTA;TOYOTA YARIS;20100823;MPV;ROOD;Niet geregistreerd;4;1015;1115;20100823;20100823;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. bodemplaat by voorzitting;1480;0;0.07;246;Nee;Nee;Nee;2380;2022;Logisch;00;Ja;2010-08-23T00:00:00.000;2010-08-23T00:00:00.000;2010-08-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230823;2023-08-23T00:00:00.000;5;1329;1207;1480;550;900;13975;XP9F(A);e11*2001/116*0249*05;NSP90(H);NSP90L-CHFRKW(3F);0;B;0.00;
00NFJ9;Personenauto;TOYOTA;TOYOTA AYGO;20171223;hatchback;GRIJS;Niet geregistreerd;3;780;880;20100824;20100824;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;1;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2017-12-23T00:00:00.000;2010-08-24T00:00:00.000;2010-08-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230610;2023-06-10T00:00:00.000;4;998;;1190;;;9790;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMRKW(1H);0;A;;
00NFR1;Personenauto;TOYOTA;TOYOTA AYGO;20220502;hatchback;GRIJS;Niet geregistreerd;3;780;880;20100825;20100825;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;1;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2022-05-02T00:00:00.000;2010-08-25T00:00:00.000;2010-08-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240115;2024-01-15T00:00:00.000;4;998;;1190;;;9790;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMRKW(1H);0;A;;
00NFR2;Personenauto;TOYOTA;TOYOTA AURIS;20210103;MPV;GRIJS;Niet geregistreerd;4;1355;1455;20101029;20101029;Geen verstrekking in Open Data;Ja;4;4;0;0;425;0;M1;by bodemplaat r. voorzitting;1805;0;0.01;260;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2021-01-03T00:00:00.000;2010-10-29T00:00:00.000;2010-10-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231212;2023-12-12T00:00:00.000;5;1798;;1805;;;26650;HE15U(A);e11*2007/46*0018*01;ZWE150(H);ZWE150L-DHXNBW(1L);0;A;;
00NFT5;Personenauto;TOYOTA;TOYOTA AYGO;20200109;hatchback;ZWART;Niet geregistreerd;3;780;880;20100910;20100910;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;1;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2020-01-09T00:00:00.000;2010-09-10T00:00:00.000;2010-09-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230911;2023-09-11T00:00:00.000;4;998;;1190;;;9790;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMRKW(1H);0;A;;
00NFX9;Personenauto;TOYOTA;TOYOTA AYGO;20100903;hatchback;ROOD;Niet geregistreerd;3;815;915;20100903;20100903;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;1;0.05;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2010-09-03T00:00:00.000;2010-09-03T00:00:00.000;2010-09-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230910;2023-09-10T00:00:00.000;4;998;;1190;;;12365;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHGGKW(1H);0;B;;
00NGD4;Personenauto;TOYOTA;TOYOTA RAV4;20220416;MPV;GRIJS;Niet geregistreerd;4;1480;1580;20100903;20100903;Geen verstrekking in Open Data;Ja;5;4;0;0;0;0;M1;op bodemplaat onder r. voorzitting;2110;0;0.07;256;Nee;Nee;Nee;3610;2022;Logisch;00;Ja;2022-04-16T00:00:00.000;2010-09-03T00:00:00.000;2010-09-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230903;2023-09-03T00:00:00.000;5;1987;7969;2110;750;1500;38280;XA3(A);e6*2001/116*0105*06;ZSA30(W);ZSA30L-BWXGPW(2G);0;D;;
00NGG6;Personenauto;TOYOTA;TOYOTA PRIUS;20100902;hatchback;BLAUW;Niet geregistreerd;4;1345;1445;20100902;20100902;Geen verstrekking in Open Data;Ja;4;4;0;0;446;0;M1;by bodemplaat r. voorzitting;1805;0;0.00;270;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2010-09-02T00:00:00.000;2010-09-02T00:00:00.000;2010-09-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230902;2023-09-02T00:00:00.000;5;1798;;1805;;;32390;XW3(A);e11*2001/116*0264*00;ZVW30(H);ZVW30L-AHXEBW(1A);0;A;0.00;
00NGG7;Personenauto;TOYOTA;TOYOTA AYGO;20191021;hatchback;ROOD;Niet geregistreerd;3;805;905;20100908;20100908;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;1;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2019-10-21T00:00:00.000;2010-09-08T00:00:00.000;2010-09-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230908;2023-09-08T00:00:00.000;4;998;;1190;;;11715;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);0;A;;
00NGG8;Personenauto;TOYOTA;TOYOTA AYGO;20120305;hatchback;GRIJS;Niet geregistreerd;3;780;880;20100917;20100917;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;1;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2012-03-05T00:00:00.000;2010-09-17T00:00:00.000;2010-09-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231122;2023-11-22T00:00:00.000;4;998;;1190;;;9790;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMRKW(1H);0;A;;
00NGK3;Personenauto;TOYOTA;TOYOTA AYGO;20221005;hatchback;GRIJS;Niet geregistreerd;3;780;880;20100915;20100915;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;1;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2022-10-05T00:00:00.000;2010-09-15T00:00:00.000;2010-09-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230602;2023-06-02T00:00:00.000;4;998;;1190;;;9790;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMRKW(1H);0;A;;
00NGK4;Personenauto;TOYOTA;TOYOTA AURIS;20100930;MPV;BLAUW;Niet geregistreerd;4;1355;1455;20100930;20100930;Geen verstrekking in Open Data;Ja;4;4;0;0;425;0;M1;by bodemplaat r. voorzitting;1805;0;0.01;260;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2010-09-30T00:00:00.000;2010-09-30T00:00:00.000;2010-09-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230930;2023-09-30T00:00:00.000;5;1798;;1805;;;23490;HE15U(A);e11*2007/46*0018*01;ZWE150(H);ZWE150L-DHXNBW(2L);0;A;;
00NGN8;Personenauto;TOYOTA;TOYOTA AYGO;20100903;hatchback;ZWART;Niet geregistreerd;3;780;880;20100903;20100903;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;1;0.06;234;Nee;Ja;Nee;0;2023;Logisch;00;Ja;2010-09-03T00:00:00.000;2010-09-03T00:00:00.000;2010-09-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240413;2024-04-13T00:00:00.000;4;998;;1190;;;9790;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMRKW(1H);0;A;;
00NGN9;Personenauto;TOYOTA;TOYOTA AURIS;20211111;MPV;ZWART;Niet geregistreerd;4;1355;1455;20100902;20100902;Geen verstrekking in Open Data;Ja;4;4;0;0;425;0;M1;by bodemplaat r. voorzitting;1805;0;0.01;260;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2021-11-11T00:00:00.000;2010-09-02T00:00:00.000;2010-09-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231110;2023-11-10T00:00:00.000;5;1798;;1805;;;26650;HE15U(A);e11*2007/46*0018*00;ZWE150(H);ZWE150L-DHXNBW(1K);0;A;;
00NGT3;Personenauto;TOYOTA;TOYOTA AYGO;20201022;hatchback;ROOD;Niet geregistreerd;3;780;880;20100909;20100909;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;1;0.06;234;Nee;Nee;Nee;0;2023;Niet geregistreerd;NG;Ja;2020-10-22T00:00:00.000;2010-09-09T00:00:00.000;2010-09-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230909;2023-09-09T00:00:00.000;4;998;;1190;;;9465;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMRKW(1H);0;A;;
00NGT4;Personenauto;TOYOTA;TOYOTA AURIS;20131223;MPV;GRIJS;Niet geregistreerd;4;1355;1455;20100907;20100907;Geen verstrekking in Open Data;Ja;4;4;0;0;425;0;M1;by bodemplaat r. voorzitting;1805;0;0.01;260;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2013-12-23T00:00:00.000;2010-09-07T00:00:00.000;2010-09-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230907;2023-09-07T00:00:00.000;5;1798;;1805;;;23490;HE15U(A);e11*2007/46*0018*01;ZWE150(H);ZWE150L-DHXNBW(2L);0;A;;
00NGX5;Personenauto;TOYOTA;TOYOTA VERSO;20180625;stationwagen;BLAUW;Niet geregistreerd;4;1420;1520;20100908;20100908;Geen verstrekking in Open Data;Ja;4;4;0;0;444;0;M1;r. voorzitting;2125;0;0.07;278;Nee;Nee;Nee;3425;2022;Logisch;00;Ja;2018-06-25T00:00:00.000;2010-09-08T00:00:00.000;2010-09-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230622;2023-06-22T00:00:00.000;5;1798;6754;2125;450;1300;33711;AR2;e11*2001/116*0350*02;ZGR21(WC);ZGR21L-GWXEPW(1C);0;C;;
00NHB1;Personenauto;TOYOTA;TOYOTA AYGO;20230519;hatchback;ROOD;Niet geregistreerd;3;805;905;20100916;20100916;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;1;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2023-05-19T00:00:00.000;2010-09-16T00:00:00.000;2010-09-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230917;2023-09-17T00:00:00.000;4;998;;1190;;;11715;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);0;A;;
00NHB2;Personenauto;TOYOTA;TOYOTA AURIS;20170728;MPV;ZWART;Niet geregistreerd;4;1365;1465;20100911;20100911;Geen verstrekking in Open Data;Ja;4;4;0;0;425;0;M1;by bodemplaat r. voorzitting;1805;0;0.01;260;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2017-07-28T00:00:00.000;2010-09-11T00:00:00.000;2010-09-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240629;2024-06-29T00:00:00.000;5;1798;;1805;;;27400;HE15U(A);e11*2007/46*0018*01;ZWE150(H);ZWE150L-DHXGBW(1L);0;A;;
00NHF2;Personenauto;TOYOTA;TOYOTA AYGO;20160322;hatchback;ROOD;Niet geregistreerd;3;805;905;20100920;20100920;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;1;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Nee;2016-03-22T00:00:00.000;2010-09-20T00:00:00.000;2010-09-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231207;2023-12-07T00:00:00.000;4;998;;1190;;;11715;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);0;A;;
00NHH2;Personenauto;TOYOTA;TOYOTA AYGO;20100910;hatchback;GRIJS;Niet geregistreerd;3;780;880;20100910;20100910;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;1;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2010-09-10T00:00:00.000;2010-09-10T00:00:00.000;2010-09-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230911;2023-09-11T00:00:00.000;4;998;;1190;;;9790;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMRKW(1H);0;A;;
00NHR5;Personenauto;TOYOTA;TOYOTA AURIS;20101001;MPV;GRIJS;Niet geregistreerd;4;1355;1455;20101001;20101001;Geen verstrekking in Open Data;Ja;4;4;0;0;425;0;M1;by bodemplaat r. voorzitting;1805;0;0.01;260;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2010-10-01T00:00:00.000;2010-10-01T00:00:00.000;2010-10-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231001;2023-10-01T00:00:00.000;5;1798;;1805;;;23490;HE15U(A);e11*2007/46*0018*01;ZWE150(H);ZWE150L-DHXNBW(2L);0;A;;
00NHR6;Personenauto;TOYOTA;TOYOTA AURIS;20210220;MPV;BLAUW;Niet geregistreerd;4;1355;1455;20100924;20100924;Geen verstrekking in Open Data;Ja;4;4;0;0;425;0;M1;by bodemplaat r. voorzitting;1805;0;0.01;260;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2021-02-20T00:00:00.000;2010-09-24T00:00:00.000;2010-09-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240217;2024-02-17T00:00:00.000;5;1798;;1805;;;23490;HE15U(A);e11*2007/46*0018*01;ZWE150(H);ZWE150L-DHXNBW(2L);0;A;;
00NHS1;Personenauto;TOYOTA;TOYOTA MR2;20100909;cabriolet;GRIJS;Niet geregistreerd;4;950;1050;20020418;20100909;Geen verstrekking in Open Data;Nee;2;4;;;;;M1;schutbord;1225;;0.10;245;Nee;Nee;Nee;;2012;Geen oordeel;05;Ja;2010-09-09T00:00:00.000;2002-04-18T00:00:00.000;2010-09-09T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20131016;2013-10-16T00:00:00.000;2;1794;6494;1225;;;;;;;;;;;
00NHT6;Personenauto;TOYOTA;TOYOTA PRIUS;20190625;hatchback;GRIJS;Niet geregistreerd;4;1345;1445;20100928;20100928;Geen verstrekking in Open Data;Ja;4;4;0;0;446;0;M1;by bodemplaat r. voorzitting;1805;0;0.00;270;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2019-06-25T00:00:00.000;2010-09-28T00:00:00.000;2010-09-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230928;2023-09-28T00:00:00.000;5;1798;;1805;;;32790;XW3(A);e11*2001/116*0264*00;ZVW30(H);ZVW30L-AHXEBW(1A);0;A;0.00;
00NHT7;Personenauto;TOYOTA;TOYOTA YARIS;20200918;MPV;GRIJS;Niet geregistreerd;4;1015;1115;20100930;20100930;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;0;0.07;246;Nee;Nee;Nee;2380;2022;Logisch;00;Ja;2020-09-18T00:00:00.000;2010-09-30T00:00:00.000;2010-09-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230930;2023-09-30T00:00:00.000;5;1329;1306;1480;550;900;14500;XP9F(A);e11*2001/116*0249*05;NSP90(H);NSP90L-CHFRKW(3F);0;B;0.00;
00NHV2;Personenauto;TOYOTA;TOYOTA YARIS;;hatchback;BLAUW;Niet geregistreerd;4;825;925;19991221;20100910;Geen verstrekking in Open Data;Nee;2;4;;;;;M1;schutbord motorruimte;1350;;0.05;236;Ja;Nee;Nee;2000;2021;Geen oordeel;07;Nee;;1999-12-21T00:00:00.000;2010-09-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20220709;2022-07-09T00:00:00.000;5;998;1684;1350;400;650;;;;;;;;;
00NHZ2;Personenauto;TOYOTA;TOYOTA YARIS;20140224;MPV;GRIJS;Niet geregistreerd;4;1015;1115;20101006;20101006;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;0;0.07;246;Nee;Nee;Nee;2380;2023;Logisch;00;Ja;2014-02-24T00:00:00.000;2010-10-06T00:00:00.000;2010-10-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240224;2024-02-24T00:00:00.000;5;1329;1306;1480;550;900;14500;XP9F(A);e11*2001/116*0249*05;NSP90(H);NSP90L-CHFRKW(3F);0;B;0.00;
00NHZ3;Personenauto;TOYOTA;TOYOTA YARIS;20191026;MPV;ZWART;Niet geregistreerd;4;1025;1125;20101006;20101006;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;0;0.06;246;Nee;Nee;Nee;2380;2022;Logisch;00;Ja;2019-10-26T00:00:00.000;2010-10-06T00:00:00.000;2010-10-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231016;2023-10-16T00:00:00.000;5;1329;1588;1480;550;900;16009;XP9F(A);e11*2001/116*0249*05;NSP90(H);NSP90L-CHFGKW(3F);0;B;0.00;
00NJD9;Personenauto;TOYOTA;TOYOTA VERSO;20100925;stationwagen;BLAUW;Niet geregistreerd;4;1395;1495;20100925;20100925;Geen verstrekking in Open Data;Ja;4;4;0;0;444;0;M1;r. voorzitting;2125;0;0.06;278;Nee;Nee;Nee;3425;2022;Logisch;00;Ja;2010-09-25T00:00:00.000;2010-09-25T00:00:00.000;2010-09-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230925;2023-09-25T00:00:00.000;5;1598;5428;2125;450;1300;27511;AR2;e11*2001/116*0350*02;ZGR20(WC);ZGR20L-GWFEPW(1C);0;C;;
00NJF1;Personenauto;TOYOTA;TOYOTA AURIS;20161112;MPV;GRIJS;Niet geregistreerd;4;1355;1455;20100922;20100922;Geen verstrekking in Open Data;Ja;4;4;0;0;425;0;M1;by bodemplaat r. voorzitting;1805;0;0.01;260;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2016-11-12T00:00:00.000;2010-09-22T00:00:00.000;2010-09-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231005;2023-10-05T00:00:00.000;5;1798;;1805;;;23490;HE15U(A);e11*2007/46*0018*01;ZWE150(H);ZWE150L-DHXNBW(2L);0;A;;
