kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;vervaldatum_apk;vervaldatum_apk_dt;aantal_zitplaatsen;cilinderinhoud;bruto_bpm;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;type_gasinstallatie
00GGP2;Personenauto;TOYOTA;TOYOTA COROLLA VERSO;20110907;stationwagen;ZWART;Niet geregistreerd;4;1320;1420;20080619;20080619;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2035;0;0.06;275;Nee;Nee;Nee;3235;2023;Logisch;00;Ja;2011-09-07T00:00:00.000;2008-06-19T00:00:00.000;2008-06-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230609;2023-06-09T00:00:00.000;5;1598;5715;2035;450;1200;24725;;e11*2001/116*0222*05;ZNR10(W);ZNR10L-GWMDKW(1F);0;D;0.00;
00GGT4;Personenauto;TOYOTA;TOYOTA AYGO;20191105;hatchback;ZWART;Niet geregistreerd;3;805;905;20080621;20080621;Geen verstrekking in Open Data;Ja;4;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2019-11-05T00:00:00.000;2008-06-21T00:00:00.000;2008-06-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230828;2023-08-28T00:00:00.000;4;998;932;1190;;;11550;AB1;e11*2001/116*0236*05;KGB10(H);KGB10L-AHMGKW(1F);0;A;;
00GGZ3;Personenauto;TOYOTA;TOYOTA AYGO;20080711;hatchback;ROOD;Niet geregistreerd;3;805;905;20080711;20080711;Geen verstrekking in Open Data;Ja;4;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2008-07-11T00:00:00.000;2008-07-11T00:00:00.000;2008-07-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230711;2023-07-11T00:00:00.000;4;998;565;1190;;;10149;AB1;e11*2001/116*0236*05;KGB10(H);KGB10L-AHMGKW(1F);0;A;;
00GHF2;Personenauto;TOYOTA;TOYOTA AYGO;20080715;hatchback;ZWART;Niet geregistreerd;3;805;905;20080715;20080715;Geen verstrekking in Open Data;Ja;4;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2008-07-15T00:00:00.000;2008-07-15T00:00:00.000;2008-07-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230715;2023-07-15T00:00:00.000;4;998;932;1190;;;11550;AB1;e11*2001/116*0236*05;KGB10(H);KGB10L-AHMGKW(1F);0;A;;
00GHH8;Personenauto;TOYOTA;TOYOTA YARIS;20080628;MPV;GRIJS;Niet geregistreerd;4;1000;1100;20080628;20080628;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op bodemplaat by voorzitting;1480;1;0.06;246;Nee;Nee;Nee;2230;2022;Logisch;00;Ja;2008-06-28T00:00:00.000;2008-06-28T00:00:00.000;2008-06-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230628;2023-06-28T00:00:00.000;5;1298;3584;1480;550;750;17725;XP9F(A);e11*2001/116*0249*01;SCP90(H);SCP90L-CHGGKW(1B);0;C;;
00GHL6;Personenauto;TOYOTA;TOYOTA PRIUS;;hatchback;GRIJS;Niet geregistreerd;4;1275;1375;20080708;20080708;Geen verstrekking in Open Data;Nee;4;4;0;0;445;0;M1;r. tegen schutbord onder motorkap;1725;0;0.00;270;Ja;Nee;Nee;0;2021;Logisch;00;Nee;;2008-07-08T00:00:00.000;2008-07-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20220505;2022-05-05T00:00:00.000;5;1497;1123;1725;;;26345;;e11*2001/116*0200*04;NHW20(E);NHW20L-AHEEBW(1E);0;A;;
00GHL8;Personenauto;TOYOTA;TOYOTA AYGO;20080728;hatchback;GRIJS;Niet geregistreerd;3;775;875;20080728;20080728;Geen verstrekking in Open Data;Ja;2;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2008-07-28T00:00:00.000;2008-07-28T00:00:00.000;2008-07-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230728;2023-07-28T00:00:00.000;4;998;295;1180;;;9120;AB1;e11*2001/116*0236*05;KGB10(G);KGB10L-AGMRKW(1F);0;A;;
00GHS9;Personenauto;TOYOTA;TOYOTA YARIS;20230112;MPV;GRIJS;Niet geregistreerd;4;995;1095;20080627;20080627;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op bodemplaat by voorzitting;1480;1;0.06;246;Nee;Nee;Nee;2380;2023;Logisch;00;Ja;2023-01-12T00:00:00.000;2008-06-27T00:00:00.000;2008-06-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240104;2024-01-04T00:00:00.000;5;1298;3781;1480;547;900;18476;XP9F(A);e11*2001/116*0249*01;SCP90(H);SCP90L-CHMGKW(1B);0;C;;
00GHT1;Personenauto;TOYOTA;TOYOTA AYGO;20080716;hatchback;ROOD;Niet geregistreerd;3;775;875;20080716;20080716;Geen verstrekking in Open Data;Ja;2;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2022;Onlogisch;04;Ja;2008-07-16T00:00:00.000;2008-07-16T00:00:00.000;2008-07-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230716;2023-07-16T00:00:00.000;4;998;436;1180;;;9659;AB1;e11*2001/116*0236*05;KGB10(G);KGB10L-AGMRKW(1F);0;A;;
00GJB3;Personenauto;TOYOTA;TOYOTA AYGO;20080715;hatchback;GRIJS;Niet geregistreerd;3;795;895;20080715;20080715;Geen verstrekking in Open Data;Ja;2;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2008-07-15T00:00:00.000;2008-07-15T00:00:00.000;2008-07-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230715;2023-07-15T00:00:00.000;4;998;610;1180;;;10321;AB1;e11*2001/116*0236*05;KGB10(G);KGB10L-AGMGKW(1F);0;A;;
00GJB5;Personenauto;TOYOTA;TOYOTA AYGO;20190503;hatchback;ZWART;Niet geregistreerd;3;775;875;20080707;20080707;Geen verstrekking in Open Data;Ja;2;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2019-05-03T00:00:00.000;2008-07-07T00:00:00.000;2008-07-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230822;2023-08-22T00:00:00.000;4;998;549;1180;;;10090;AB1;e11*2001/116*0236*05;KGB10(G);KGB10L-AGMRKW(1F);0;A;;
00GJH6;Personenauto;TOYOTA;TOYOTA YARIS;20120915;MPV;ROOD;Niet geregistreerd;4;985;1085;20080705;20080705;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op bodemplaat by voorzitting;1480;0;0.06;246;Nee;Nee;Nee;2380;2023;Logisch;00;Ja;2012-09-15T00:00:00.000;2008-07-05T00:00:00.000;2008-07-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230918;2023-09-18T00:00:00.000;5;1298;2896;1480;542;900;15099;XP9F(A);e11*2001/116*0249*02;SCP90(H);SCP90L-CHMRKW(1C);0;C;;
00GJP8;Personenauto;TOYOTA;TOYOTA AYGO;20200129;hatchback;ROOD;Niet geregistreerd;3;805;905;20080711;20080711;Geen verstrekking in Open Data;Ja;4;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2020-01-29T00:00:00.000;2008-07-11T00:00:00.000;2008-07-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230711;2023-07-11T00:00:00.000;4;998;1011;1190;;;11850;AB1;e11*2001/116*0236*05;KGB10(H);KGB10L-AHMGKW(1F);0;A;;
00GJP9;Personenauto;TOYOTA;TOYOTA AURIS;20161210;hatchback;ZWART;Niet geregistreerd;4;1195;1295;20080711;20080711;Geen verstrekking in Open Data;Ja;4;4;0;0;422;0;M1;op bodemplaat by r. voorzitting;1720;0;0.05;260;Nee;Nee;Nee;2720;2022;Logisch;00;Ja;2016-12-10T00:00:00.000;2008-07-11T00:00:00.000;2008-07-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231222;2023-12-22T00:00:00.000;5;1398;4194;1720;450;1000;20050;;e11*2001/116*0305*00;ZZE150(H);ZZE150L-DHMDKW(1A);0;C;;
00GJV2;Personenauto;TOYOTA;TOYOTA AYGO;20210805;hatchback;ZWART;Niet geregistreerd;3;805;905;20080724;20080724;Geen verstrekking in Open Data;Ja;4;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2021-08-05T00:00:00.000;2008-07-24T00:00:00.000;2008-07-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230731;2023-07-31T00:00:00.000;4;998;932;1190;;;11550;AB1;e11*2001/116*0236*05;KGB10(H);KGB10L-AHMGKW(1F);0;A;;
00GKB4;Personenauto;TOYOTA;TOYOTA AYGO;20150519;hatchback;BLAUW;Niet geregistreerd;3;775;875;20080708;20080708;Geen verstrekking in Open Data;Ja;2;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2015-05-19T00:00:00.000;2008-07-08T00:00:00.000;2008-07-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230709;2023-07-09T00:00:00.000;4;998;295;1180;;;9120;AB1;e11*2001/116*0236*05;KGB10(G);KGB10L-AGMRKW(1F);0;A;;
00GKB6;Personenauto;TOYOTA;TOYOTA AYGO;20180326;hatchback;GRIJS;Niet geregistreerd;3;805;905;20080716;20080716;Geen verstrekking in Open Data;Ja;4;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2018-03-26T00:00:00.000;2008-07-16T00:00:00.000;2008-07-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231222;2023-12-22T00:00:00.000;4;998;678;1190;;;10580;AB1;e11*2001/116*0236*05;KGB10(H);KGB10L-AHMGKW(1F);0;A;;
00GKG3;Personenauto;TOYOTA;TOYOTA YARIS;20080711;MPV;GRIJS;Niet geregistreerd;4;995;1095;20080711;20080711;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op bodemplaat by voorzitting;1480;1;0.06;246;Nee;Nee;Nee;2380;2022;Logisch;00;Ja;2008-07-11T00:00:00.000;2008-07-11T00:00:00.000;2008-07-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230716;2023-07-16T00:00:00.000;5;1298;3348;1480;547;900;16825;XP9F(A);e11*2001/116*0249*01;SCP90(H);SCP90L-CHMGKW(1B);0;C;;
00GKG4;Personenauto;TOYOTA;TOYOTA PRIUS;20101202;hatchback;ZWART;Niet geregistreerd;4;1275;1375;20080711;20080711;Geen verstrekking in Open Data;Ja;4;4;0;0;445;0;M1;r. tegen schutbord onder motorkap;1725;0;0.00;270;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2010-12-02T00:00:00.000;2008-07-11T00:00:00.000;2008-07-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230711;2023-07-11T00:00:00.000;5;1497;946;1725;;;25669;;e11*2001/116*0200*04;NHW20(E);NHW20L-AHEEBW(1E);0;A;;
00GKJ3;Personenauto;TOYOTA;TOYOTA RAV4;20080721;MPV;GRIJS;Niet geregistreerd;4;1480;1580;20080721;20080721;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;op bodemplaat onder r. voorzitting;2110;0;0.07;256;Nee;Nee;Nee;3610;2022;Logisch;00;Ja;2008-07-21T00:00:00.000;2008-07-21T00:00:00.000;2008-07-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230727;2023-07-27T00:00:00.000;5;1998;9709;2110;750;1500;38830;XA3(A);e6*2001/116*0105*02;ACA30(W);ACA30L-AWPGKW(1C);0;E;0.00;
00GKK7;Personenauto;TOYOTA;TOYOTA YARIS;20200418;MPV;GRIJS;Niet geregistreerd;4;995;1095;20080711;20080711;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op bodemplaat by voorzitting;1480;1;0.06;246;Nee;Nee;Nee;2380;2023;Logisch;00;Ja;2020-04-18T00:00:00.000;2008-07-11T00:00:00.000;2008-07-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240419;2024-04-19T00:00:00.000;5;1298;3348;1480;547;900;16825;XP9F(A);e11*2001/116*0249*01;SCP90(H);SCP90L-CHMGKW(1B);0;C;;
00GKK8;Personenauto;TOYOTA;TOYOTA YARIS;20220719;MPV;GRIJS;Niet geregistreerd;3;955;1055;20080710;20080710;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. op bodemplaat by voorzitting;1440;0;0.05;246;Nee;Nee;Nee;2190;2022;Logisch;00;Ja;2022-07-19T00:00:00.000;2008-07-10T00:00:00.000;2008-07-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231017;2023-10-17T00:00:00.000;5;998;1686;1440;527;750;12456;XP9F(A);e11*2001/116*0249*02;KSP90(G);KSP90L-CGMRKW(4C);0;B;;
00GKK9;Personenauto;TOYOTA;TOYOTA YARIS;20101102;MPV;GRIJS;Niet geregistreerd;3;955;1055;20080710;20080710;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op bodemplaat by voorzitting;1440;0;0.05;246;Nee;Nee;Nee;2190;2022;Logisch;00;Ja;2010-11-02T00:00:00.000;2008-07-10T00:00:00.000;2008-07-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231003;2023-10-03T00:00:00.000;5;998;1583;1440;527;750;12064;XP9F(A);e11*2001/116*0249*02;KSP90(H);KSP90L-CHMRKW(4C);0;B;;
00GKN7;Personenauto;TOYOTA;TOYOTA AYGO;20151026;hatchback;ZWART;Niet geregistreerd;3;795;895;20080912;20080912;Geen verstrekking in Open Data;Ja;2;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2015-10-26T00:00:00.000;2008-09-12T00:00:00.000;2008-09-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231128;2023-11-28T00:00:00.000;4;998;610;1180;;;10321;AB1;e11*2001/116*0236*05;KGB10(G);KGB10L-AGMGKW(1F);0;A;;
00GKS2;Personenauto;TOYOTA;TOYOTA AYGO;20150214;hatchback;BLAUW;Niet geregistreerd;3;805;905;20080711;20080711;Geen verstrekking in Open Data;Ja;4;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2015-02-14T00:00:00.000;2008-07-11T00:00:00.000;2008-07-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240513;2024-05-13T00:00:00.000;4;998;678;1190;;;10580;AB1;e11*2001/116*0236*05;KGB10(H);KGB10L-AHMGKW(1F);0;A;;
00GKV6;Personenauto;TOYOTA;TOYOTA YARIS;20180629;MPV;ZWART;Niet geregistreerd;3;955;1055;20080714;20080714;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. op bodemplaat by voorzitting;1440;1;0.05;246;Nee;Ja;Nee;2190;2022;Logisch;00;Ja;2018-06-29T00:00:00.000;2008-07-14T00:00:00.000;2008-07-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230715;2023-07-15T00:00:00.000;5;998;2084;1440;527;750;13975;XP9F(A);e11*2001/116*0249*01;KSP90(G);KSP90L-CGMRKW(1B);0;B;;
00GKV7;Personenauto;TOYOTA;TOYOTA PRIUS;20120806;hatchback;GRIJS;Niet geregistreerd;4;1275;1375;20080714;20080714;Geen verstrekking in Open Data;Ja;4;4;0;0;445;0;M1;r. tegen schutbord onder motorkap;1725;0;0.00;270;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2012-08-06T00:00:00.000;2008-07-14T00:00:00.000;2008-07-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230714;2023-07-14T00:00:00.000;5;1497;1123;1725;;;26345;;e11*2001/116*0200*04;NHW20(E);NHW20L-AHEEBW(1E);0;A;;
00GKZ7;Personenauto;TOYOTA;TOYOTA AVENSIS;20130712;stationwagen;GRIJS;Niet geregistreerd;4;1440;1540;20080718;20080718;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1970;0;0.06;270;Nee;Nee;Nee;3270;2022;Logisch;00;Ja;2013-07-12T00:00:00.000;2008-07-18T00:00:00.000;2008-07-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230722;2023-07-22T00:00:00.000;5;1998;8252;1970;500;1300;32010;;e11*2001/116*0196*08;ADT250(WD);ADT250L-AWFEYW(3J);0;C;0.00;
00GKZ8;Personenauto;TOYOTA;TOYOTA AYGO;20230118;hatchback;ZWART;Niet geregistreerd;3;805;905;20080829;20080829;Geen verstrekking in Open Data;Ja;4;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2023;Onlogisch;04;Ja;2023-01-18T00:00:00.000;2008-08-29T00:00:00.000;2008-08-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240304;2024-03-04T00:00:00.000;4;998;932;1190;;;11550;AB1;e11*2001/116*0236*05;KGB10(H);KGB10L-AHMGKW(1F);0;A;;
00GLD5;Personenauto;TOYOTA;TOYOTA AYGO;20221219;hatchback;GRIJS;Niet geregistreerd;3;775;875;20080721;20080721;Geen verstrekking in Open Data;Ja;2;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2022-12-19T00:00:00.000;2008-07-21T00:00:00.000;2008-07-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230610;2023-06-10T00:00:00.000;4;998;295;1180;;;9120;AB1;e11*2001/116*0236*05;KGB10(G);KGB10L-AGMRKW(1F);0;A;;
00GLK1;Personenauto;TOYOTA;TOYOTA AYGO;20230522;hatchback;ZWART;Niet geregistreerd;3;780;880;20080719;20080719;Geen verstrekking in Open Data;Ja;4;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2023-05-22T00:00:00.000;2008-07-19T00:00:00.000;2008-07-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240714;2024-07-14T00:00:00.000;4;998;373;1190;;;9420;AB1;e11*2001/116*0236*05;KGB10(H);KGB10L-AHMRKW(1F);0;A;;
